Institution,GraduationYear,FieldOfStudy,NFQ_Level,NumGraduates
18,7,7,2,30
5,7,7,2,70
19,7,7,2,40
13,7,7,2,260
6,7,7,2,260
21,7,7,2,80
1,7,7,2,190
7,7,7,2,60
8,7,7,2,280
22,7,7,2,20
14,7,7,2,50
23,7,7,2,40
24,7,7,2,110
12,7,7,2,140
15,7,7,2,40
4,7,7,3,90
17,7,7,3,30
5,7,7,3,10
13,7,7,3,280
6,7,7,3,30
1,7,7,3,70
8,7,7,3,60
14,7,7,3,10
12,7,7,3,30
15,7,7,3,10
4,7,7,5,10
5,7,7,5,10
13,7,7,5,20
1,7,7,5,10
8,7,7,5,20
12,7,7,5,20
19,7,8,1,30
16,7,8,4,20
17,7,8,4,50
19,7,8,4,40
21,7,8,4,50
22,7,8,4,20
25,7,8,4,10
15,7,8,4,80
17,7,8,2,30
19,7,8,2,20
13,7,8,2,310
21,7,8,2,20
25,7,8,2,10
15,7,8,2,70
13,7,8,3,30
13,7,8,5,20
16,7,9,1,40
18,7,9,1,20
6,7,9,1,10
1,7,9,1,270
8,7,9,1,90
22,7,9,1,30
16,7,9,4,40
26,7,9,4,20
4,7,9,4,10
17,7,9,4,90
18,7,9,4,40
19,7,9,4,10
22,7,9,4,20
23,7,9,4,30
25,7,9,4,40
12,7,9,4,20
15,7,9,4,60
16,7,9,2,160
3,7,9,2,40
26,7,9,2,50
4,7,9,2,530
17,7,9,2,140
18,7,9,2,140
5,7,9,2,270
19,7,9,2,120
13,7,9,2,540
6,7,9,2,150
21,7,9,2,50
1,7,9,2,340
7,7,9,2,80
8,7,9,2,90
22,7,9,2,80
14,7,9,2,20
27,7,9,2,250
23,7,9,2,140
24,7,9,2,30
25,7,9,2,100
12,7,9,2,630
15,7,9,2,230
2,7,9,3,10
16,7,9,3,10
4,7,9,3,70
18,7,9,3,20
5,7,9,3,10
13,7,9,3,160
1,7,9,3,80
8,7,9,3,60
14,7,9,3,10
27,7,9,3,180
25,7,9,3,10
12,7,9,3,140
4,7,9,5,20
13,7,9,5,20
1,7,9,5,30
8,7,9,5,10
27,7,9,5,10
12,7,9,5,50
16,7,10,1,30
17,7,10,1,30
19,7,10,1,20
6,7,10,1,20
21,7,10,1,40
7,7,10,1,10
22,7,10,1,20
24,7,10,1,10
15,7,10,1,30
16,7,10,4,40
26,7,10,4,10
17,7,10,4,140
18,7,10,4,40
19,7,10,4,50
6,7,10,4,100
21,7,10,4,90
7,7,10,4,20
22,7,10,4,10
23,7,10,4,100
24,7,10,4,20
25,7,10,4,60
15,7,10,4,30
16,7,10,2,30
26,7,10,2,30
17,7,10,2,50
18,7,10,2,60
19,7,10,2,20
6,7,10,2,210
21,7,10,2,50
1,7,10,2,10
7,7,10,2,50
8,7,10,2,50
22,7,10,2,20
23,7,10,2,30
24,7,10,2,30
25,7,10,2,50
15,7,10,2,110
6,7,10,3,40
1,7,10,3,10
7,7,10,3,10
8,7,10,3,40
2,8,1,2,10
3,8,1,2,60
4,8,1,2,50
17,8,1,2,20
5,8,1,2,530
6,8,1,2,30
21,8,1,2,10
1,8,1,2,20
8,8,1,2,150
14,8,1,2,70
10,8,1,2,540
12,8,1,2,180
2,8,1,3,10
4,8,1,3,110
5,8,1,3,180
19,8,1,3,20
13,8,1,3,120
1,8,1,3,130
7,8,1,3,10
8,8,1,3,70
14,8,1,3,130
10,8,1,3,80
12,8,1,3,150
8,8,1,5,10
16,8,2,1,10
7,8,2,1,10
14,8,2,1,20
15,8,2,1,10
16,8,2,4,10
26,8,2,4,20
18,8,2,4,10
19,8,2,4,30
20,8,2,4,20
6,8,2,4,10
21,8,2,4,40
1,8,2,4,40
7,8,2,4,20
22,8,2,4,10
23,8,2,4,10
12,8,2,4,10
2,8,2,2,200
16,8,2,2,10
26,8,2,2,20
4,8,2,2,570
17,8,2,2,130
18,8,2,2,30
5,8,2,2,430
19,8,2,2,70
20,8,2,2,160
13,8,2,2,510
6,8,2,2,260
21,8,2,2,50
1,8,2,2,650
7,8,2,2,130
8,8,2,2,280
22,8,2,2,20
14,8,2,2,580
10,8,2,2,180
23,8,2,2,30
24,8,2,2,40
25,8,2,2,20
12,8,2,2,550
15,8,2,2,60
2,8,2,3,20
4,8,2,3,110
17,8,2,3,20
5,8,2,3,40
20,8,2,3,20
13,8,2,3,160
6,8,2,3,40
1,8,2,3,110
8,8,2,3,50
14,8,2,3,50
10,8,2,3,10
12,8,2,3,200
12,8,2,5,10
14,8,3,1,10
26,8,3,4,10
21,8,3,4,20
26,8,3,2,30
4,8,3,2,240
5,8,3,2,180
19,8,3,2,10
20,8,3,2,40
13,8,3,2,420
6,8,3,2,60
21,8,3,2,10
1,8,3,2,60
7,8,3,2,10
8,8,3,2,100
14,8,3,2,190
12,8,3,2,310
15,8,3,2,30
4,8,3,3,110
5,8,3,3,70
20,8,3,3,10
13,8,3,3,220
6,8,3,3,20
1,8,3,3,100
8,8,3,3,100
14,8,3,3,20
12,8,3,3,130
13,8,3,5,10
1,8,3,5,10
14,8,3,5,10
12,8,3,5,10
16,8,4,1,70
18,8,4,1,20
6,8,4,1,160
7,8,4,1,30
23,8,4,1,10
24,8,4,1,10
15,8,4,1,30
16,8,4,4,80
26,8,4,4,50
4,8,4,4,10
17,8,4,4,150
18,8,4,4,10
19,8,4,4,70
20,8,4,4,20
6,8,4,4,10
21,8,4,4,50
7,8,4,4,30
22,8,4,4,30
14,8,4,4,10
23,8,4,4,70
24,8,4,4,70
25,8,4,4,10
15,8,4,4,50
16,8,4,2,140
26,8,4,2,50
4,8,4,2,500
17,8,4,2,270
18,8,4,2,120
5,8,4,2,590
19,8,4,2,140
20,8,4,2,60
13,8,4,2,680
6,8,4,2,560
21,8,4,2,110
1,8,4,2,580
7,8,4,2,110
8,8,4,2,400
22,8,4,2,60
14,8,4,2,350
23,8,4,2,80
24,8,4,2,110
25,8,4,2,10
12,8,4,2,240
15,8,4,2,250
16,8,4,3,20
4,8,4,3,230
17,8,4,3,50
18,8,4,3,10
5,8,4,3,180
19,8,4,3,10
13,8,4,3,810
6,8,4,3,300
21,8,4,3,10
1,8,4,3,260
7,8,4,3,10
8,8,4,3,170
22,8,4,3,10
14,8,4,3,90
12,8,4,3,370
15,8,4,3,40
12,8,4,5,10
18,8,5,1,10
23,8,5,1,10
16,8,5,4,30
17,8,5,4,60
18,8,5,4,20
19,8,5,4,30
6,8,5,4,50
21,8,5,4,20
7,8,5,4,10
22,8,5,4,30
23,8,5,4,20
24,8,5,4,30
25,8,5,4,20
15,8,5,4,30
16,8,5,2,40
4,8,5,2,420
17,8,5,2,70
18,8,5,2,30
5,8,5,2,220
19,8,5,2,20
13,8,5,2,350
6,8,5,2,150
21,8,5,2,80
1,8,5,2,370
7,8,5,2,50
8,8,5,2,260
22,8,5,2,30
14,8,5,2,260
23,8,5,2,50
24,8,5,2,60
25,8,5,2,40
12,8,5,2,390
15,8,5,2,50
4,8,5,3,110
5,8,5,3,10
13,8,5,3,190
6,8,5,3,10
21,8,5,3,10
1,8,5,3,80
8,8,5,3,20
14,8,5,3,40
12,8,5,3,60
4,8,5,5,30
5,8,5,5,20
13,8,5,5,40
1,8,5,5,10
8,8,5,5,10
14,8,5,5,10
12,8,5,5,40
18,8,6,1,10
24,8,6,1,10
16,8,6,4,20
26,8,6,4,20
17,8,6,4,20
18,8,6,4,20
19,8,6,4,40
20,8,6,4,10
21,8,6,4,50
7,8,6,4,20
22,8,6,4,30
23,8,6,4,40
24,8,6,4,20
25,8,6,4,10
15,8,6,4,30
16,8,6,2,60
26,8,6,2,20
4,8,6,2,180
17,8,6,2,40
18,8,6,2,30
5,8,6,2,130
19,8,6,2,60
20,8,6,2,30
13,8,6,2,90
6,8,6,2,110
21,8,6,2,60
1,8,6,2,70
7,8,6,2,60
8,8,6,2,120
22,8,6,2,30
14,8,6,2,80
23,8,6,2,20
24,8,6,2,40
25,8,6,2,20
12,8,6,2,70
15,8,6,2,30
2,8,6,3,10
16,8,6,3,40
26,8,6,3,10
4,8,6,3,170
5,8,6,3,40
13,8,6,3,80
6,8,6,3,20
1,8,6,3,30
8,8,6,3,50
14,8,6,3,10
12,8,6,3,40
19,8,7,1,10
6,8,7,1,20
7,8,7,1,50
24,8,7,1,10
15,8,7,1,10
16,8,7,4,30
26,8,7,4,10
17,8,7,4,80
18,8,7,4,40
19,8,7,4,60
6,8,7,4,170
21,8,7,4,60
7,8,7,4,80
22,8,7,4,20
23,8,7,4,50
24,8,7,4,20
25,8,7,4,10
15,8,7,4,10
16,8,7,2,20
3,8,7,2,20
26,8,7,2,20
4,8,7,2,140
17,8,7,2,130
18,8,7,2,40
5,8,7,2,100
19,8,7,2,40
13,8,7,2,300
6,8,7,2,290
21,8,7,2,80
1,8,7,2,220
7,8,7,2,50
8,8,7,2,260
22,8,7,2,20
14,8,7,2,50
23,8,7,2,30
24,8,7,2,60
12,8,7,2,260
15,8,7,2,60
4,8,7,3,90
17,8,7,3,20
19,8,7,3,10
13,8,7,3,320
6,8,7,3,40
1,8,7,3,70
8,8,7,3,50
14,8,7,3,10
12,8,7,3,30
15,8,7,3,10
4,8,7,5,20
13,8,7,5,10
1,8,7,5,10
8,8,7,5,20
12,8,7,5,20
19,8,8,1,20
16,8,8,4,10
17,8,8,4,30
19,8,8,4,40
21,8,8,4,70
22,8,8,4,30
25,8,8,4,20
15,8,8,4,50
17,8,8,2,30
19,8,8,2,20
13,8,8,2,320
21,8,8,2,20
25,8,8,2,10
15,8,8,2,80
4,8,8,3,10
13,8,8,3,30
13,8,8,5,20
16,8,9,1,40
18,8,9,1,10
6,8,9,1,10
1,8,9,1,210
8,8,9,1,50
22,8,9,1,50
16,8,9,4,60
26,8,9,4,30
17,8,9,4,100
18,8,9,4,40
19,8,9,4,10
22,8,9,4,30
23,8,9,4,20
25,8,9,4,30
12,8,9,4,30
15,8,9,4,60
16,8,9,2,130
3,8,9,2,40
26,8,9,2,70
4,8,9,2,510
17,8,9,2,160
18,8,9,2,150
5,8,9,2,260
19,8,9,2,120
13,8,9,2,590
6,8,9,2,140
21,8,9,2,60
1,8,9,2,350
7,8,9,2,70
8,8,9,2,110
22,8,9,2,90
14,8,9,2,30
27,8,9,2,260
23,8,9,2,150
24,8,9,2,40
25,8,9,2,110
12,8,9,2,660
15,8,9,2,170
4,8,9,3,80
18,8,9,3,20
5,8,9,3,10
13,8,9,3,180
1,8,9,3,90
8,8,9,3,60
14,8,9,3,10
27,8,9,3,180
25,8,9,3,10
12,8,9,3,150
4,8,9,5,10
13,8,9,5,20
1,8,9,5,20
12,8,9,5,30
16,8,10,1,30
17,8,10,1,30
19,8,10,1,10
6,8,10,1,10
21,8,10,1,20
7,8,10,1,20
22,8,10,1,10
24,8,10,1,10
25,8,10,1,10
15,8,10,1,20
16,8,10,4,40
26,8,10,4,10
17,8,10,4,150
18,8,10,4,30
19,8,10,4,60
6,8,10,4,90
21,8,10,4,100
7,8,10,4,30
14,8,10,4,10
23,8,10,4,100
24,8,10,4,20
25,8,10,4,40
15,8,10,4,30
16,8,10,2,40
26,8,10,2,20
17,8,10,2,50
18,8,10,2,70
19,8,10,2,10
6,8,10,2,210
21,8,10,2,40
1,8,10,2,10
7,8,10,2,60
8,8,10,2,50
22,8,10,2,30
23,8,10,2,40
24,8,10,2,20
25,8,10,2,60
15,8,10,2,90
6,8,10,3,30
1,8,10,3,10
7,8,10,3,10
8,8,10,3,20
18,9,1,1,20
2,9,1,2,20
3,9,1,2,70
4,9,1,2,50
17,9,1,2,10
5,9,1,2,530
13,9,1,2,10
21,9,1,2,10
1,9,1,2,10
8,9,1,2,130
14,9,1,2,70
10,9,1,2,500
12,9,1,2,150
28,9,1,2,20
2,9,1,3,10
3,9,1,3,10
4,9,1,3,80
18,9,1,3,10
5,9,1,3,160
13,9,1,3,130
1,9,1,3,120
7,9,1,3,10
8,9,1,3,60
14,9,1,3,160
10,9,1,3,80
12,9,1,3,120
15,9,1,3,10
16,9,2,1,10
19,9,2,1,30
7,9,2,1,20
16,9,2,4,20
18,9,2,4,10
19,9,2,4,20
20,9,2,4,30
21,9,2,4,20
1,9,2,4,60
7,9,2,4,30
22,9,2,4,30
23,9,2,4,10
12,9,2,4,20
28,9,2,4,30
2,9,2,2,140
16,9,2,2,10
4,9,2,2,680
17,9,2,2,120
18,9,2,2,80
5,9,2,2,560
19,9,2,2,70
20,9,2,2,210
13,9,2,2,490
21,9,2,2,50
1,9,2,2,650
7,9,2,2,160
8,9,2,2,290
22,9,2,2,10
14,9,2,2,620
10,9,2,2,200
23,9,2,2,20
25,9,2,2,30
12,9,2,2,520
28,9,2,2,300
15,9,2,2,60
2,9,2,3,20
4,9,2,3,120
17,9,2,3,20
5,9,2,3,40
20,9,2,3,20
13,9,2,3,140
21,9,2,3,10
1,9,2,3,120
8,9,2,3,50
14,9,2,3,40
10,9,2,3,10
12,9,2,3,200
28,9,2,3,30
12,9,2,5,10
14,9,3,1,20
21,9,3,4,10
28,9,3,4,10
16,9,3,2,10
4,9,3,2,240
5,9,3,2,200
19,9,3,2,10
20,9,3,2,30
13,9,3,2,460
21,9,3,2,10
1,9,3,2,80
8,9,3,2,90
14,9,3,2,230
12,9,3,2,310
28,9,3,2,70
15,9,3,2,20
4,9,3,3,110
5,9,3,3,80
20,9,3,3,10
13,9,3,3,250
1,9,3,3,110
8,9,3,3,110
14,9,3,3,20
12,9,3,3,130
28,9,3,3,20
13,9,3,5,10
1,9,3,5,10
12,9,3,5,20
16,9,4,1,80
18,9,4,1,20
7,9,4,1,30
22,9,4,1,10
23,9,4,1,10
28,9,4,1,210
15,9,4,1,20
16,9,4,4,80
17,9,4,4,180
18,9,4,4,20
19,9,4,4,70
20,9,4,4,20
21,9,4,4,80
7,9,4,4,30
22,9,4,4,40
23,9,4,4,80
25,9,4,4,20
28,9,4,4,110
15,9,4,4,40
16,9,4,2,130
4,9,4,2,550
17,9,4,2,340
18,9,4,2,130
5,9,4,2,550
19,9,4,2,170
20,9,4,2,70
13,9,4,2,700
21,9,4,2,140
1,9,4,2,590
7,9,4,2,120
8,9,4,2,450
22,9,4,2,50
14,9,4,2,410
23,9,4,2,80
25,9,4,2,10
12,9,4,2,250
28,9,4,2,840
15,9,4,2,230
16,9,4,3,20
4,9,4,3,250
17,9,4,3,60
18,9,4,3,20
5,9,4,3,180
20,9,4,3,10
13,9,4,3,830
21,9,4,3,10
1,9,4,3,310
7,9,4,3,10
8,9,4,3,200
22,9,4,3,20
14,9,4,3,100
12,9,4,3,490
28,9,4,3,280
15,9,4,3,40
18,9,5,1,10
23,9,5,1,10
16,9,5,4,20
17,9,5,4,40
18,9,5,4,10
19,9,5,4,20
21,9,5,4,30
7,9,5,4,30
22,9,5,4,20
23,9,5,4,20
25,9,5,4,10
28,9,5,4,80
15,9,5,4,30
16,9,5,2,40
4,9,5,2,500
17,9,5,2,100
18,9,5,2,30
5,9,5,2,250
19,9,5,2,10
13,9,5,2,340
21,9,5,2,110
1,9,5,2,430
7,9,5,2,30
8,9,5,2,260
22,9,5,2,10
14,9,5,2,280
23,9,5,2,40
25,9,5,2,40
12,9,5,2,420
28,9,5,2,210
15,9,5,2,50
4,9,5,3,100
17,9,5,3,10
18,9,5,3,10
5,9,5,3,10
19,9,5,3,10
13,9,5,3,230
21,9,5,3,10
1,9,5,3,120
8,9,5,3,20
14,9,5,3,60
23,9,5,3,10
12,9,5,3,50
28,9,5,3,10
4,9,5,5,30
5,9,5,5,20
13,9,5,5,40
1,9,5,5,10
8,9,5,5,20
14,9,5,5,10
12,9,5,5,60
28,9,5,5,10
18,9,6,1,10
7,9,6,1,10
28,9,6,1,10
16,9,6,4,30
17,9,6,4,20
18,9,6,4,20
19,9,6,4,30
21,9,6,4,40
7,9,6,4,10
22,9,6,4,30
14,9,6,4,10
23,9,6,4,40
25,9,6,4,20
28,9,6,4,30
15,9,6,4,30
16,9,6,2,60
4,9,6,2,190
17,9,6,2,50
18,9,6,2,30
5,9,6,2,140
19,9,6,2,50
20,9,6,2,20
13,9,6,2,110
21,9,6,2,50
1,9,6,2,70
7,9,6,2,60
8,9,6,2,140
22,9,6,2,30
14,9,6,2,90
23,9,6,2,20
25,9,6,2,10
12,9,6,2,80
28,9,6,2,190
15,9,6,2,20
2,9,6,3,10
16,9,6,3,30
4,9,6,3,120
17,9,6,3,10
18,9,6,3,10
5,9,6,3,60
13,9,6,3,120
1,9,6,3,40
8,9,6,3,50
22,9,6,3,10
14,9,6,3,20
12,9,6,3,80
28,9,6,3,30
15,9,6,3,10
16,9,7,1,10
7,9,7,1,40
23,9,7,1,10
28,9,7,1,20
15,9,7,1,10
16,9,7,4,20
17,9,7,4,80
18,9,7,4,40
19,9,7,4,40
21,9,7,4,60
7,9,7,4,60
22,9,7,4,30
23,9,7,4,50
25,9,7,4,20
28,9,7,4,240
15,9,7,4,10
16,9,7,2,30
3,9,7,2,10
4,9,7,2,130
17,9,7,2,140
18,9,7,2,50
5,9,7,2,100
19,9,7,2,50
13,9,7,2,300
21,9,7,2,130
1,9,7,2,210
7,9,7,2,60
8,9,7,2,280
22,9,7,2,40
14,9,7,2,60
23,9,7,2,40
12,9,7,2,300
28,9,7,2,430
15,9,7,2,50
4,9,7,3,70
17,9,7,3,20
5,9,7,3,10
19,9,7,3,10
13,9,7,3,350
1,9,7,3,90
7,9,7,3,10
8,9,7,3,60
14,9,7,3,10
12,9,7,3,30
28,9,7,3,40
15,9,7,3,10
4,9,7,5,10
5,9,7,5,10
13,9,7,5,10
1,9,7,5,10
8,9,7,5,10
12,9,7,5,10
19,9,8,1,10
16,9,8,4,20
17,9,8,4,50
19,9,8,4,30
21,9,8,4,50
22,9,8,4,50
25,9,8,4,20
15,9,8,4,60
17,9,8,2,30
19,9,8,2,20
13,9,8,2,320
21,9,8,2,20
22,9,8,2,10
25,9,8,2,10
15,9,8,2,90
13,9,8,3,50
13,9,8,5,20
16,9,9,1,20
18,9,9,1,20
1,9,9,1,330
8,9,9,1,70
22,9,9,1,50
28,9,9,1,10
16,9,9,4,70
17,9,9,4,110
18,9,9,4,30
19,9,9,4,10
21,9,9,4,20
7,9,9,4,10
23,9,9,4,70
25,9,9,4,50
12,9,9,4,20
28,9,9,4,40
15,9,9,4,80
16,9,9,2,140
3,9,9,2,40
4,9,9,2,500
17,9,9,2,140
18,9,9,2,160
5,9,9,2,260
19,9,9,2,130
13,9,9,2,620
21,9,9,2,60
1,9,9,2,310
7,9,9,2,70
8,9,9,2,120
22,9,9,2,130
14,9,9,2,40
27,9,9,2,280
23,9,9,2,160
25,9,9,2,80
12,9,9,2,690
28,9,9,2,280
15,9,9,2,210
16,9,9,3,10
4,9,9,3,80
18,9,9,3,20
13,9,9,3,140
1,9,9,3,100
8,9,9,3,70
14,9,9,3,10
27,9,9,3,150
12,9,9,3,150
4,9,9,5,10
13,9,9,5,20
1,9,9,5,20
27,9,9,5,20
12,9,9,5,30
16,9,10,1,30
17,9,10,1,20
19,9,10,1,10
21,9,10,1,20
7,9,10,1,30
22,9,10,1,20
28,9,10,1,20
15,9,10,1,20
16,9,10,4,40
17,9,10,4,140
18,9,10,4,40
19,9,10,4,70
21,9,10,4,80
7,9,10,4,30
22,9,10,4,20
14,9,10,4,20
23,9,10,4,60
25,9,10,4,40
28,9,10,4,140
15,9,10,4,30
16,9,10,2,50
17,9,10,2,70
18,9,10,2,20
21,9,10,2,30
1,9,10,2,10
7,9,10,2,60
8,9,10,2,60
22,9,10,2,30
23,9,10,2,30
25,9,10,2,50
28,9,10,2,270
15,9,10,2,80
18,9,10,3,10
1,9,10,3,10
7,9,10,3,10
8,9,10,3,20
28,9,10,3,30
18,10,1,1,10
21,10,1,1,10
14,10,1,1,10
2,10,1,2,20
3,10,1,2,70
4,10,1,2,70
17,10,1,2,10
5,10,1,2,600
13,10,1,2,10
21,10,1,2,20
1,10,1,2,10
8,10,1,2,210
14,10,1,2,60
10,10,1,2,480
12,10,1,2,150
28,10,1,2,30
2,10,1,3,10
4,10,1,3,100
17,10,1,3,10
5,10,1,3,160
13,10,1,3,130
1,10,1,3,130
7,10,1,3,10
8,10,1,3,60
14,10,1,3,170
10,10,1,3,90
12,10,1,3,130
16,10,2,1,10
19,10,2,1,20
7,10,2,1,10
15,10,2,1,10
16,10,2,4,10
18,10,2,4,20
19,10,2,4,30
20,10,2,4,20
21,10,2,4,20
1,10,2,4,50
7,10,2,4,30
22,10,2,4,20
23,10,2,4,10
25,10,2,4,10
12,10,2,4,20
28,10,2,4,30
2,10,2,2,140
16,10,2,2,30
4,10,2,2,720
17,10,2,2,130
18,10,2,2,80
5,10,2,2,500
19,10,2,2,50
20,10,2,2,210
13,10,2,2,500
21,10,2,2,50
1,10,2,2,580
7,10,2,2,130
8,10,2,2,270
22,10,2,2,20
14,10,2,2,590
10,10,2,2,220
23,10,2,2,30
25,10,2,2,30
12,10,2,2,520
28,10,2,2,320
15,10,2,2,50
2,10,2,3,20
4,10,2,3,90
17,10,2,3,20
5,10,2,3,30
20,10,2,3,20
13,10,2,3,130
21,10,2,3,10
1,10,2,3,110
8,10,2,3,50
14,10,2,3,70
10,10,2,3,20
12,10,2,3,220
28,10,2,3,30
4,10,2,5,10
12,10,2,5,10
14,10,3,1,20
28,10,3,4,10
16,10,3,2,10
4,10,3,2,230
5,10,3,2,270
19,10,3,2,20
20,10,3,2,40
13,10,3,2,510
21,10,3,2,10
1,10,3,2,90
8,10,3,2,110
14,10,3,2,230
12,10,3,2,300
28,10,3,2,80
15,10,3,2,20
4,10,3,3,110
5,10,3,3,90
20,10,3,3,10
13,10,3,3,300
1,10,3,3,150
8,10,3,3,100
14,10,3,3,20
12,10,3,3,140
28,10,3,3,10
13,10,3,5,10
1,10,3,5,10
12,10,3,5,20
16,10,4,1,60
18,10,4,1,30
7,10,4,1,30
22,10,4,1,10
23,10,4,1,10
28,10,4,1,190
15,10,4,1,10
16,10,4,4,90
17,10,4,4,170
18,10,4,4,20
19,10,4,4,70
20,10,4,4,20
21,10,4,4,60
7,10,4,4,30
22,10,4,4,20
23,10,4,4,50
25,10,4,4,10
28,10,4,4,120
15,10,4,4,60
16,10,4,2,160
4,10,4,2,510
17,10,4,2,370
18,10,4,2,140
5,10,4,2,620
19,10,4,2,160
20,10,4,2,60
13,10,4,2,700
21,10,4,2,160
1,10,4,2,590
7,10,4,2,150
8,10,4,2,540
22,10,4,2,70
14,10,4,2,530
23,10,4,2,110
25,10,4,2,20
12,10,4,2,260
28,10,4,2,850
15,10,4,2,210
16,10,4,3,20
4,10,4,3,310
17,10,4,3,60
18,10,4,3,30
5,10,4,3,200
19,10,4,3,10
13,10,4,3,790
21,10,4,3,10
1,10,4,3,400
7,10,4,3,10
8,10,4,3,230
22,10,4,3,10
14,10,4,3,130
12,10,4,3,700
28,10,4,3,300
15,10,4,3,40
23,10,5,1,10
16,10,5,4,10
17,10,5,4,30
18,10,5,4,10
19,10,5,4,20
21,10,5,4,30
7,10,5,4,30
22,10,5,4,10
23,10,5,4,20
25,10,5,4,10
28,10,5,4,110
15,10,5,4,30
16,10,5,2,60
4,10,5,2,490
17,10,5,2,90
18,10,5,2,20
5,10,5,2,230
19,10,5,2,30
13,10,5,2,370
21,10,5,2,120
1,10,5,2,460
7,10,5,2,50
8,10,5,2,270
22,10,5,2,10
14,10,5,2,300
23,10,5,2,40
25,10,5,2,30
12,10,5,2,410
28,10,5,2,230
15,10,5,2,40
16,10,5,3,10
4,10,5,3,90
17,10,5,3,10
18,10,5,3,20
5,10,5,3,10
19,10,5,3,10
13,10,5,3,250
21,10,5,3,10
1,10,5,3,100
8,10,5,3,20
14,10,5,3,60
23,10,5,3,10
12,10,5,3,80
28,10,5,3,10
4,10,5,5,30
5,10,5,5,20
13,10,5,5,30
1,10,5,5,20
8,10,5,5,20
14,10,5,5,10
12,10,5,5,60
28,10,5,5,10
15,10,5,5,10
7,10,6,1,10
28,10,6,1,10
16,10,6,4,30
17,10,6,4,20
18,10,6,4,10
19,10,6,4,20
21,10,6,4,30
7,10,6,4,20
22,10,6,4,40
23,10,6,4,40
25,10,6,4,20
28,10,6,4,40
15,10,6,4,30
16,10,6,2,50
4,10,6,2,190
17,10,6,2,60
18,10,6,2,30
5,10,6,2,150
19,10,6,2,70
20,10,6,2,30
13,10,6,2,110
21,10,6,2,80
1,10,6,2,60
7,10,6,2,80
8,10,6,2,150
22,10,6,2,40
14,10,6,2,80
23,10,6,2,20
25,10,6,2,20
12,10,6,2,90
28,10,6,2,220
15,10,6,2,60
2,10,6,3,10
16,10,6,3,30
4,10,6,3,140
17,10,6,3,30
18,10,6,3,20
5,10,6,3,80
13,10,6,3,110
1,10,6,3,40
8,10,6,3,70
22,10,6,3,20
14,10,6,3,20
12,10,6,3,80
28,10,6,3,40
7,10,7,1,30
23,10,7,1,10
28,10,7,1,10
15,10,7,1,10
16,10,7,4,30
17,10,7,4,120
18,10,7,4,40
19,10,7,4,50
21,10,7,4,70
7,10,7,4,60
22,10,7,4,30
23,10,7,4,80
25,10,7,4,10
28,10,7,4,210
15,10,7,4,20
16,10,7,2,20
3,10,7,2,10
4,10,7,2,160
17,10,7,2,230
18,10,7,2,40
5,10,7,2,90
19,10,7,2,30
13,10,7,2,250
21,10,7,2,110
1,10,7,2,230
7,10,7,2,70
8,10,7,2,270
22,10,7,2,30
14,10,7,2,60
23,10,7,2,40
25,10,7,2,10
12,10,7,2,310
28,10,7,2,480
15,10,7,2,40
4,10,7,3,70
17,10,7,3,10
5,10,7,3,10
19,10,7,3,10
13,10,7,3,440
1,10,7,3,120
8,10,7,3,60
14,10,7,3,10
12,10,7,3,40
28,10,7,3,60
15,10,7,3,20
4,10,7,5,10
13,10,7,5,20
1,10,7,5,10
8,10,7,5,10
12,10,7,5,10
19,10,8,1,10
21,10,8,1,30
16,10,8,4,20
17,10,8,4,30
18,10,8,4,10
19,10,8,4,20
21,10,8,4,30
22,10,8,4,50
25,10,8,4,20
15,10,8,4,50
17,10,8,2,40
19,10,8,2,30
13,10,8,2,290
21,10,8,2,50
22,10,8,2,30
25,10,8,2,20
15,10,8,2,80
4,10,8,3,10
13,10,8,3,40
13,10,8,5,10
16,10,9,1,30
18,10,9,1,20
1,10,9,1,150
8,10,9,1,60
22,10,9,1,50
28,10,9,1,10
16,10,9,4,60
17,10,9,4,90
18,10,9,4,50
19,10,9,4,20
21,10,9,4,10
7,10,9,4,20
23,10,9,4,60
25,10,9,4,30
12,10,9,4,20
28,10,9,4,30
15,10,9,4,80
16,10,9,2,190
3,10,9,2,40
4,10,9,2,470
17,10,9,2,130
18,10,9,2,130
5,10,9,2,210
19,10,9,2,140
13,10,9,2,590
21,10,9,2,50
1,10,9,2,330
7,10,9,2,70
8,10,9,2,120
22,10,9,2,110
14,10,9,2,40
27,10,9,2,290
23,10,9,2,190
25,10,9,2,100
12,10,9,2,680
28,10,9,2,280
15,10,9,2,250
4,10,9,3,90
18,10,9,3,20
5,10,9,3,10
13,10,9,3,170
1,10,9,3,120
8,10,9,3,70
14,10,9,3,10
27,10,9,3,190
25,10,9,3,10
12,10,9,3,130
28,10,9,3,10
15,10,9,3,10
4,10,9,5,10
5,10,9,5,10
13,10,9,5,30
27,10,9,5,10
12,10,9,5,20
16,10,10,1,30
17,10,10,1,20
19,10,10,1,10
21,10,10,1,20
7,10,10,1,20
22,10,10,1,20
28,10,10,1,20
15,10,10,1,20
16,10,10,4,30
17,10,10,4,120
18,10,10,4,40
19,10,10,4,60
21,10,10,4,60
7,10,10,4,40
22,10,10,4,10
14,10,10,4,10
23,10,10,4,50
25,10,10,4,30
28,10,10,4,130
15,10,10,4,20
16,10,10,2,10
17,10,10,2,60
18,10,10,2,40
19,10,10,2,10
21,10,10,2,40
1,10,10,2,10
7,10,10,2,60
