Institution,GraduationYear,FieldOfStudy,NFQ_Level,NumGraduates
14,4,5,5,20
12,4,5,5,60
18,4,6,1,10
7,4,6,1,10
24,4,6,1,10
16,4,6,4,20
26,4,6,4,30
17,4,6,4,10
18,4,6,4,20
19,4,6,4,20
20,4,6,4,10
21,4,6,4,30
7,4,6,4,20
22,4,6,4,20
23,4,6,4,30
24,4,6,4,10
25,4,6,4,10
15,4,6,4,40
16,4,6,2,60
26,4,6,2,30
4,4,6,2,160
17,4,6,2,20
18,4,6,2,30
5,4,6,2,80
19,4,6,2,30
20,4,6,2,10
13,4,6,2,20
6,4,6,2,60
21,4,6,2,20
1,4,6,2,40
7,4,6,2,30
8,4,6,2,80
22,4,6,2,10
14,4,6,2,40
23,4,6,2,20
24,4,6,2,10
25,4,6,2,10
12,4,6,2,30
15,4,6,2,50
4,4,6,3,140
17,4,6,3,10
5,4,6,3,70
13,4,6,3,60
6,4,6,3,10
1,4,6,3,20
8,4,6,3,60
22,4,6,3,10
14,4,6,3,10
12,4,6,3,40
15,4,6,3,10
13,4,6,5,10
12,4,6,5,10
16,4,7,1,10
6,4,7,1,10
7,4,7,1,40
24,4,7,1,10
15,4,7,1,20
16,4,7,4,50
17,4,7,4,120
18,4,7,4,50
19,4,7,4,50
6,4,7,4,130
21,4,7,4,130
7,4,7,4,90
22,4,7,4,20
23,4,7,4,70
24,4,7,4,40
25,4,7,4,30
15,4,7,4,40
16,4,7,2,10
26,4,7,2,10
4,4,7,2,180
17,4,7,2,270
18,4,7,2,40
5,4,7,2,50
19,4,7,2,50
13,4,7,2,260
6,4,7,2,350
21,4,7,2,110
1,4,7,2,190
7,4,7,2,90
8,4,7,2,290
22,4,7,2,20
14,4,7,2,30
23,4,7,2,70
24,4,7,2,80
25,4,7,2,10
12,4,7,2,50
15,4,7,2,100
4,4,7,3,70
17,4,7,3,20
5,4,7,3,40
13,4,7,3,160
6,4,7,3,40
21,4,7,3,10
1,4,7,3,30
8,4,7,3,40
14,4,7,3,10
12,4,7,3,40
15,4,7,3,10
4,4,7,5,20
5,4,7,5,10
13,4,7,5,10
1,4,7,5,20
8,4,7,5,20
12,4,7,5,20
19,4,8,1,30
25,4,8,1,10
16,4,8,4,20
26,4,8,4,10
17,4,8,4,40
19,4,8,4,40
21,4,8,4,40
22,4,8,4,20
25,4,8,4,10
15,4,8,4,50
17,4,8,2,20
19,4,8,2,30
13,4,8,2,300
21,4,8,2,10
8,4,8,2,20
25,4,8,2,10
15,4,8,2,30
13,4,8,3,30
13,4,8,5,10
16,4,9,1,60
18,4,9,1,30
6,4,9,1,10
1,4,9,1,170
16,4,9,4,60
26,4,9,4,40
4,4,9,4,10
17,4,9,4,70
18,4,9,4,40
19,4,9,4,10
7,4,9,4,10
22,4,9,4,30
23,4,9,4,60
25,4,9,4,50
12,4,9,4,20
15,4,9,4,100
16,4,9,2,100
3,4,9,2,30
26,4,9,2,60
4,4,9,2,460
17,4,9,2,80
18,4,9,2,100
5,4,9,2,210
19,4,9,2,120
13,4,9,2,480
6,4,9,2,140
21,4,9,2,50
1,4,9,2,260
7,4,9,2,80
8,4,9,2,160
22,4,9,2,60
14,4,9,2,10
27,4,9,2,220
23,4,9,2,110
24,4,9,2,40
25,4,9,2,70
12,4,9,2,600
15,4,9,2,220
16,4,9,3,10
4,4,9,3,50
5,4,9,3,10
13,4,9,3,120
1,4,9,3,60
8,4,9,3,50
14,4,9,3,20
27,4,9,3,170
12,4,9,3,130
4,4,9,5,10
13,4,9,5,20
1,4,9,5,10
27,4,9,5,20
12,4,9,5,30
16,4,10,1,40
17,4,10,1,30
19,4,10,1,20
6,4,10,1,30
21,4,10,1,30
7,4,10,1,10
8,4,10,1,130
24,4,10,1,20
25,4,10,1,10
15,4,10,1,10
16,4,10,4,50
17,4,10,4,90
18,4,10,4,40
19,4,10,4,50
6,4,10,4,70
21,4,10,4,90
22,4,10,4,30
23,4,10,4,120
24,4,10,4,30
25,4,10,4,60
15,4,10,4,30
16,4,10,2,30
26,4,10,2,20
17,4,10,2,40
18,4,10,2,30
19,4,10,2,20
6,4,10,2,190
21,4,10,2,50
1,4,10,2,20
7,4,10,2,50
22,4,10,2,20
23,4,10,2,40
25,4,10,2,30
15,4,10,2,50
6,4,10,3,20
8,4,10,3,10
15,4,10,3,10
2,5,1,2,20
3,5,1,2,50
4,5,1,2,50
17,5,1,2,10
5,5,1,2,130
13,5,1,2,160
6,5,1,2,40
21,5,1,2,10
1,5,1,2,40
7,5,1,2,20
8,5,1,2,230
9,5,1,2,60
14,5,1,2,180
10,5,1,2,460
11,5,1,2,380
12,5,1,2,90
15,5,1,2,10
4,5,1,3,160
5,5,1,3,40
13,5,1,3,20
1,5,1,3,210
8,5,1,3,20
9,5,1,3,10
14,5,1,3,20
10,5,1,3,70
11,5,1,3,70
12,5,1,3,20
15,5,1,3,10
16,5,2,1,10
7,5,2,1,20
26,5,2,4,10
17,5,2,4,10
18,5,2,4,30
19,5,2,4,60
20,5,2,4,10
6,5,2,4,10
21,5,2,4,80
1,5,2,4,60
7,5,2,4,40
22,5,2,4,30
23,5,2,4,20
2,5,2,2,140
16,5,2,2,20
26,5,2,2,20
4,5,2,2,490
17,5,2,2,80
18,5,2,2,30
5,5,2,2,60
19,5,2,2,70
20,5,2,2,170
13,5,2,2,510
6,5,2,2,160
21,5,2,2,50
1,5,2,2,710
7,5,2,2,110
8,5,2,2,240
22,5,2,2,10
9,5,2,2,20
14,5,2,2,520
10,5,2,2,140
11,5,2,2,160
23,5,2,2,30
24,5,2,2,50
25,5,2,2,30
12,5,2,2,520
15,5,2,2,70
2,5,2,3,10
4,5,2,3,100
17,5,2,3,20
5,5,2,3,20
20,5,2,3,10
13,5,2,3,140
6,5,2,3,10
1,5,2,3,130
7,5,2,3,10
8,5,2,3,60
9,5,2,3,10
14,5,2,3,100
10,5,2,3,30
12,5,2,3,200
15,5,2,3,10
4,5,2,5,10
14,5,2,5,10
12,5,2,5,20
26,5,3,4,10
21,5,3,4,40
26,5,3,2,20
4,5,3,2,340
5,5,3,2,250
20,5,3,2,40
13,5,3,2,460
6,5,3,2,50
21,5,3,2,30
1,5,3,2,90
7,5,3,2,20
8,5,3,2,100
14,5,3,2,110
12,5,3,2,310
15,5,3,2,20
4,5,3,3,110
17,5,3,3,10
5,5,3,3,70
13,5,3,3,210
6,5,3,3,40
1,5,3,3,140
8,5,3,3,80
14,5,3,3,30
12,5,3,3,140
15,5,3,3,10
1,5,3,5,10
14,5,3,5,10
12,5,3,5,20
16,5,4,1,70
18,5,4,1,20
6,5,4,1,120
7,5,4,1,40
23,5,4,1,20
24,5,4,1,20
15,5,4,1,10
16,5,4,4,80
26,5,4,4,40
4,5,4,4,10
17,5,4,4,130
18,5,4,4,60
19,5,4,4,100
20,5,4,4,30
6,5,4,4,10
21,5,4,4,90
7,5,4,4,50
22,5,4,4,50
23,5,4,4,90
24,5,4,4,70
25,5,4,4,30
15,5,4,4,40
16,5,4,2,130
26,5,4,2,60
4,5,4,2,490
17,5,4,2,200
18,5,4,2,150
5,5,4,2,430
19,5,4,2,170
20,5,4,2,80
13,5,4,2,680
6,5,4,2,480
21,5,4,2,130
1,5,4,2,510
7,5,4,2,120
8,5,4,2,430
22,5,4,2,70
14,5,4,2,260
23,5,4,2,100
24,5,4,2,180
25,5,4,2,30
12,5,4,2,240
15,5,4,2,260
16,5,4,3,30
4,5,4,3,180
17,5,4,3,20
18,5,4,3,10
5,5,4,3,280
19,5,4,3,20
13,5,4,3,890
6,5,4,3,270
21,5,4,3,10
1,5,4,3,160
7,5,4,3,10
8,5,4,3,180
22,5,4,3,10
14,5,4,3,90
12,5,4,3,190
15,5,4,3,60
1,5,4,5,10
23,5,5,1,10
24,5,5,1,10
16,5,5,4,20
17,5,5,4,30
18,5,5,4,20
19,5,5,4,30
6,5,5,4,50
21,5,5,4,30
7,5,5,4,20
22,5,5,4,20
23,5,5,4,20
24,5,5,4,50
15,5,5,4,10
16,5,5,2,30
4,5,5,2,430
17,5,5,2,90
18,5,5,2,30
5,5,5,2,150
19,5,5,2,20
13,5,5,2,430
6,5,5,2,100
21,5,5,2,40
1,5,5,2,360
7,5,5,2,50
8,5,5,2,210
22,5,5,2,30
14,5,5,2,230
23,5,5,2,50
24,5,5,2,80
25,5,5,2,10
12,5,5,2,370
15,5,5,2,30
4,5,5,3,90
5,5,5,3,40
13,5,5,3,120
6,5,5,3,10
1,5,5,3,60
7,5,5,3,10
8,5,5,3,20
14,5,5,3,40
24,5,5,3,10
12,5,5,3,60
4,5,5,5,70
5,5,5,5,20
13,5,5,5,50
6,5,5,5,10
1,5,5,5,30
8,5,5,5,20
14,5,5,5,20
12,5,5,5,60
7,5,6,1,20
25,5,6,1,10
16,5,6,4,20
26,5,6,4,10
18,5,6,4,20
19,5,6,4,30
20,5,6,4,10
6,5,6,4,10
21,5,6,4,40
7,5,6,4,20
22,5,6,4,20
23,5,6,4,30
24,5,6,4,30
25,5,6,4,10
15,5,6,4,20
16,5,6,2,40
26,5,6,2,10
4,5,6,2,180
17,5,6,2,20
18,5,6,2,20
5,5,6,2,90
19,5,6,2,30
20,5,6,2,10
13,5,6,2,40
6,5,6,2,100
21,5,6,2,50
1,5,6,2,70
7,5,6,2,30
8,5,6,2,80
22,5,6,2,20
14,5,6,2,50
23,5,6,2,10
24,5,6,2,20
12,5,6,2,10
15,5,6,2,40
16,5,6,3,20
26,5,6,3,10
4,5,6,3,210
17,5,6,3,10
5,5,6,3,20
13,5,6,3,110
6,5,6,3,30
1,5,6,3,20
8,5,6,3,50
14,5,6,3,20
12,5,6,3,30
15,5,6,3,20
13,5,6,5,10
16,5,7,1,10
18,5,7,1,10
6,5,7,1,10
21,5,7,1,10
7,5,7,1,50
24,5,7,1,10
15,5,7,1,10
16,5,7,4,40
26,5,7,4,20
17,5,7,4,80
18,5,7,4,40
19,5,7,4,40
6,5,7,4,170
21,5,7,4,120
7,5,7,4,70
22,5,7,4,10
23,5,7,4,60
24,5,7,4,30
25,5,7,4,20
15,5,7,4,30
16,5,7,2,30
26,5,7,2,20
4,5,7,2,90
17,5,7,2,170
18,5,7,2,30
5,5,7,2,80
19,5,7,2,40
13,5,7,2,240
6,5,7,2,310
21,5,7,2,90
1,5,7,2,210
7,5,7,2,70
8,5,7,2,250
22,5,7,2,20
14,5,7,2,40
23,5,7,2,50
24,5,7,2,70
25,5,7,2,10
12,5,7,2,80
15,5,7,2,80
4,5,7,3,40
17,5,7,3,40
5,5,7,3,10
13,5,7,3,230
6,5,7,3,50
21,5,7,3,10
1,5,7,3,40
8,5,7,3,30
14,5,7,3,10
12,5,7,3,30
15,5,7,3,10
4,5,7,5,10
5,5,7,5,10
13,5,7,5,30
1,5,7,5,10
8,5,7,5,10
12,5,7,5,30
19,5,8,1,30
25,5,8,1,20
16,5,8,4,20
17,5,8,4,50
19,5,8,4,50
21,5,8,4,40
22,5,8,4,10
25,5,8,4,10
15,5,8,4,80
26,5,8,2,10
17,5,8,2,30
19,5,8,2,20
13,5,8,2,300
21,5,8,2,10
15,5,8,2,20
13,5,8,3,20
13,5,8,5,20
16,5,9,1,70
18,5,9,1,20
6,5,9,1,10
1,5,9,1,130
8,5,9,1,100
22,5,9,1,30
16,5,9,4,70
26,5,9,4,30
4,5,9,4,10
17,5,9,4,90
18,5,9,4,50
19,5,9,4,10
7,5,9,4,10
22,5,9,4,10
23,5,9,4,60
25,5,9,4,60
12,5,9,4,20
15,5,9,4,80
16,5,9,2,100
3,5,9,2,30
26,5,9,2,50
4,5,9,2,480
17,5,9,2,110
18,5,9,2,140
5,5,9,2,210
19,5,9,2,110
13,5,9,2,490
6,5,9,2,130
21,5,9,2,30
1,5,9,2,250
7,5,9,2,50
8,5,9,2,100
22,5,9,2,70
14,5,9,2,20
27,5,9,2,240
23,5,9,2,110
24,5,9,2,40
25,5,9,2,80
12,5,9,2,630
15,5,9,2,230
4,5,9,3,60
5,5,9,3,10
13,5,9,3,110
1,5,9,3,70
8,5,9,3,50
14,5,9,3,10
27,5,9,3,170
12,5,9,3,110
4,5,9,5,10
5,5,9,5,10
13,5,9,5,20
1,5,9,5,10
27,5,9,5,20
12,5,9,5,30
16,5,10,1,30
17,5,10,1,30
19,5,10,1,20
6,5,10,1,20
21,5,10,1,30
7,5,10,1,20
22,5,10,1,30
24,5,10,1,20
25,5,10,1,10
15,5,10,1,30
16,5,10,4,50
26,5,10,4,10
17,5,10,4,140
18,5,10,4,50
19,5,10,4,30
6,5,10,4,120
21,5,10,4,90
7,5,10,4,10
22,5,10,4,10
23,5,10,4,110
24,5,10,4,30
25,5,10,4,70
15,5,10,4,30
16,5,10,2,30
26,5,10,2,20
17,5,10,2,50
18,5,10,2,40
19,5,10,2,10
6,5,10,2,210
21,5,10,2,40
1,5,10,2,10
7,5,10,2,40
8,5,10,2,60
22,5,10,2,20
23,5,10,2,40
24,5,10,2,20
25,5,10,2,60
15,5,10,2,110
6,5,10,3,20
8,5,10,3,20
2,6,1,2,10
3,6,1,2,50
4,6,1,2,40
17,6,1,2,20
5,6,1,2,130
6,6,1,2,30
21,6,1,2,10
1,6,1,2,40
8,6,1,2,130
9,6,1,2,80
14,6,1,2,80
10,6,1,2,100
11,6,1,2,30
12,6,1,2,50
15,6,1,2,10
5,6,1,3,60
13,6,1,3,20
8,6,1,3,10
9,6,1,3,10
14,6,1,3,20
10,6,1,3,90
11,6,1,3,80
12,6,1,3,20
15,6,1,3,10
16,6,2,1,10
7,6,2,1,10
16,6,2,4,10
26,6,2,4,10
18,6,2,4,20
19,6,2,4,50
20,6,2,4,20
6,6,2,4,10
21,6,2,4,40
1,6,2,4,40
7,6,2,4,20
22,6,2,4,20
23,6,2,4,10
25,6,2,4,10
12,6,2,4,10
2,6,2,2,140
16,6,2,2,10
26,6,2,2,10
4,6,2,2,450
17,6,2,2,90
18,6,2,2,40
5,6,2,2,70
19,6,2,2,60
20,6,2,2,200
13,6,2,2,520
6,6,2,2,300
21,6,2,2,70
1,6,2,2,710
7,6,2,2,130
8,6,2,2,250
22,6,2,2,10
9,6,2,2,20
14,6,2,2,580
10,6,2,2,170
11,6,2,2,150
23,6,2,2,40
24,6,2,2,40
25,6,2,2,40
12,6,2,2,510
15,6,2,2,90
2,6,2,3,10
4,6,2,3,100
17,6,2,3,20
18,6,2,3,10
5,6,2,3,20
20,6,2,3,10
13,6,2,3,120
6,6,2,3,10
1,6,2,3,100
8,6,2,3,50
14,6,2,3,70
10,6,2,3,20
11,6,2,3,10
12,6,2,3,220
4,6,2,5,10
13,6,2,5,10
12,6,2,5,10
26,6,3,4,10
21,6,3,4,30
26,6,3,2,20
4,6,3,2,310
5,6,3,2,280
20,6,3,2,40
13,6,3,2,420
6,6,3,2,40
21,6,3,2,40
1,6,3,2,70
7,6,3,2,10
8,6,3,2,90
14,6,3,2,120
12,6,3,2,310
15,6,3,2,20
4,6,3,3,90
5,6,3,3,100
20,6,3,3,10
13,6,3,3,170
6,6,3,3,20
1,6,3,3,80
8,6,3,3,90
14,6,3,3,20
12,6,3,3,160
15,6,3,3,10
4,6,3,5,10
13,6,3,5,10
1,6,3,5,10
8,6,3,5,10
14,6,3,5,10
12,6,3,5,10
16,6,4,1,70
18,6,4,1,20
6,6,4,1,160
7,6,4,1,40
22,6,4,1,10
23,6,4,1,10
24,6,4,1,10
15,6,4,1,20
16,6,4,4,70
26,6,4,4,50
4,6,4,4,10
17,6,4,4,150
18,6,4,4,30
19,6,4,4,80
20,6,4,4,20
13,6,4,4,10
6,6,4,4,10
21,6,4,4,90
7,6,4,4,40
22,6,4,4,60
14,6,4,4,10
23,6,4,4,80
24,6,4,4,50
25,6,4,4,20
15,6,4,4,60
16,6,4,2,130
26,6,4,2,60
4,6,4,2,440
17,6,4,2,250
18,6,4,2,150
5,6,4,2,500
19,6,4,2,150
20,6,4,2,90
13,6,4,2,610
6,6,4,2,510
21,6,4,2,130
1,6,4,2,480
7,6,4,2,110
8,6,4,2,350
22,6,4,2,50
14,6,4,2,290
23,6,4,2,110
24,6,4,2,140
25,6,4,2,30
12,6,4,2,240
15,6,4,2,230
16,6,4,3,20
4,6,4,3,290
17,6,4,3,40
18,6,4,3,10
5,6,4,3,250
19,6,4,3,10
13,6,4,3,810
6,6,4,3,310
21,6,4,3,10
1,6,4,3,280
7,6,4,3,10
8,6,4,3,150
22,6,4,3,10
14,6,4,3,70
12,6,4,3,190
15,6,4,3,50
18,6,5,1,10
8,6,5,1,10
23,6,5,1,10
16,6,5,4,20
17,6,5,4,30
18,6,5,4,20
19,6,5,4,50
6,6,5,4,60
21,6,5,4,30
7,6,5,4,20
22,6,5,4,30
23,6,5,4,20
24,6,5,4,50
25,6,5,4,20
15,6,5,4,20
16,6,5,2,30
4,6,5,2,380
17,6,5,2,90
18,6,5,2,30
5,6,5,2,180
19,6,5,2,10
13,6,5,2,340
6,6,5,2,110
21,6,5,2,60
1,6,5,2,360
7,6,5,2,40
8,6,5,2,190
22,6,5,2,10
14,6,5,2,240
23,6,5,2,60
24,6,5,2,60
25,6,5,2,20
12,6,5,2,390
15,6,5,2,40
16,6,5,3,10
4,6,5,3,60
17,6,5,3,10
5,6,5,3,50
13,6,5,3,120
6,6,5,3,10
1,6,5,3,50
8,6,5,3,20
14,6,5,3,40
12,6,5,3,70
4,6,5,5,40
5,6,5,5,20
13,6,5,5,30
6,6,5,5,10
1,6,5,5,20
8,6,5,5,20
14,6,5,5,20
24,6,5,5,10
12,6,5,5,60
26,6,6,1,10
7,6,6,1,10
14,6,6,1,10
25,6,6,1,10
16,6,6,4,20
26,6,6,4,10
17,6,6,4,20
18,6,6,4,10
19,6,6,4,40
20,6,6,4,10
21,6,6,4,40
7,6,6,4,40
22,6,6,4,40
23,6,6,4,40
24,6,6,4,10
25,6,6,4,20
15,6,6,4,20
16,6,6,2,50
26,6,6,2,10
4,6,6,2,160
17,6,6,2,20
18,6,6,2,50
5,6,6,2,90
19,6,6,2,30
20,6,6,2,20
13,6,6,2,30
6,6,6,2,90
21,6,6,2,50
1,6,6,2,60
7,6,6,2,50
8,6,6,2,100
22,6,6,2,30
14,6,6,2,50
23,6,6,2,10
24,6,6,2,30
25,6,6,2,10
12,6,6,2,50
15,6,6,2,70
16,6,6,3,30
26,6,6,3,10
4,6,6,3,170
17,6,6,3,10
5,6,6,3,30
13,6,6,3,60
6,6,6,3,30
1,6,6,3,20
8,6,6,3,40
14,6,6,3,20
12,6,6,3,40
15,6,6,3,10
4,6,6,5,10
13,6,6,5,10
6,6,7,1,20
7,6,7,1,50
24,6,7,1,10
15,6,7,1,20
16,6,7,4,30
26,6,7,4,10
17,6,7,4,70
18,6,7,4,40
19,6,7,4,40
6,6,7,4,160
21,6,7,4,100
7,6,7,4,60
22,6,7,4,40
23,6,7,4,80
24,6,7,4,40
25,6,7,4,10
15,6,7,4,30
16,6,7,2,20
3,6,7,2,10
26,6,7,2,10
4,6,7,2,130
17,6,7,2,150
18,6,7,2,20
5,6,7,2,70
19,6,7,2,30
13,6,7,2,260
6,6,7,2,250
21,6,7,2,90
1,6,7,2,200
7,6,7,2,50
8,6,7,2,290
22,6,7,2,10
14,6,7,2,50
23,6,7,2,40
24,6,7,2,80
25,6,7,2,10
12,6,7,2,210
15,6,7,2,60
16,6,7,3,10
4,6,7,3,80
17,6,7,3,30
13,6,7,3,250
6,6,7,3,40
1,6,7,3,50
8,6,7,3,50
14,6,7,3,10
12,6,7,3,20
15,6,7,3,10
4,6,7,5,10
5,6,7,5,10
13,6,7,5,10
1,6,7,5,20
8,6,7,5,10
12,6,7,5,20
19,6,8,1,30
22,6,8,1,10
16,6,8,4,20
17,6,8,4,40
19,6,8,4,60
21,6,8,4,60
22,6,8,4,20
25,6,8,4,10
15,6,8,4,70
26,6,8,2,10
17,6,8,2,40
19,6,8,2,20
13,6,8,2,290
21,6,8,2,20
25,6,8,2,10
15,6,8,2,40
13,6,8,3,10
13,6,8,5,10
16,6,9,1,50
18,6,9,1,20
6,6,9,1,10
1,6,9,1,150
8,6,9,1,90
22,6,9,1,30
16,6,9,4,60
26,6,9,4,30
4,6,9,4,10
17,6,9,4,100
18,6,9,4,40
19,6,9,4,10
22,6,9,4,20
23,6,9,4,20
25,6,9,4,60
12,6,9,4,20
15,6,9,4,80
16,6,9,2,120
3,6,9,2,30
26,6,9,2,60
4,6,9,2,470
17,6,9,2,120
18,6,9,2,150
5,6,9,2,220
19,6,9,2,120
13,6,9,2,550
6,6,9,2,140
21,6,9,2,40
1,6,9,2,250
7,6,9,2,70
8,6,9,2,110
22,6,9,2,70
14,6,9,2,30
27,6,9,2,250
23,6,9,2,110
24,6,9,2,50
25,6,9,2,90
12,6,9,2,670
15,6,9,2,210
4,6,9,3,50
18,6,9,3,10
13,6,9,3,110
1,6,9,3,80
8,6,9,3,50
27,6,9,3,200
12,6,9,3,120
4,6,9,5,10
13,6,9,5,10
1,6,9,5,10
27,6,9,5,20
12,6,9,5,20
16,6,10,1,30
17,6,10,1,40
19,6,10,1,10
6,6,10,1,20
21,6,10,1,30
7,6,10,1,20
22,6,10,1,20
24,6,10,1,10
25,6,10,1,10
15,6,10,1,30
16,6,10,4,40
26,6,10,4,10
17,6,10,4,150
18,6,10,4,20
19,6,10,4,30
6,6,10,4,110
21,6,10,4,90
7,6,10,4,10
22,6,10,4,10
23,6,10,4,110
24,6,10,4,30
25,6,10,4,50
15,6,10,4,40
16,6,10,2,30
26,6,10,2,20
17,6,10,2,60
18,6,10,2,40
19,6,10,2,10
6,6,10,2,210
21,6,10,2,40
1,6,10,2,10
7,6,10,2,50
8,6,10,2,50
22,6,10,2,30
23,6,10,2,30
24,6,10,2,20
25,6,10,2,60
15,6,10,2,120
6,6,10,3,30
1,6,10,3,10
7,6,10,3,10
8,6,10,3,30
2,7,1,2,10
3,7,1,2,70
4,7,1,2,40
17,7,1,2,10
5,7,1,2,80
6,7,1,2,30
21,7,1,2,10
1,7,1,2,30
8,7,1,2,100
9,7,1,2,60
14,7,1,2,60
10,7,1,2,480
11,7,1,2,360
12,7,1,2,150
15,7,1,2,10
2,7,1,3,10
3,7,1,3,10
4,7,1,3,100
5,7,1,3,70
13,7,1,3,110
1,7,1,3,120
7,7,1,3,10
8,7,1,3,60
9,7,1,3,20
14,7,1,3,110
10,7,1,3,120
11,7,1,3,120
12,7,1,3,180
15,7,1,3,10
7,7,2,1,10
16,7,2,4,10
26,7,2,4,10
18,7,2,4,20
19,7,2,4,50
20,7,2,4,20
6,7,2,4,20
21,7,2,4,30
1,7,2,4,50
7,7,2,4,30
22,7,2,4,10
23,7,2,4,20
2,7,2,2,340
16,7,2,2,10
26,7,2,2,20
4,7,2,2,580
17,7,2,2,120
18,7,2,2,20
5,7,2,2,260
19,7,2,2,30
20,7,2,2,190
13,7,2,2,520
6,7,2,2,260
21,7,2,2,50
1,7,2,2,630
7,7,2,2,140
8,7,2,2,270
22,7,2,2,10
9,7,2,2,10
14,7,2,2,600
10,7,2,2,150
11,7,2,2,160
23,7,2,2,30
24,7,2,2,30
25,7,2,2,30
12,7,2,2,530
15,7,2,2,70
2,7,2,3,10
4,7,2,3,100
17,7,2,3,20
18,7,2,3,10
5,7,2,3,60
20,7,2,3,10
13,7,2,3,120
6,7,2,3,10
1,7,2,3,100
8,7,2,3,70
14,7,2,3,60
10,7,2,3,10
11,7,2,3,10
12,7,2,3,200
4,7,2,5,10
13,7,2,5,10
12,7,2,5,20
14,7,3,1,10
26,7,3,4,20
21,7,3,4,30
26,7,3,2,20
4,7,3,2,180
5,7,3,2,190
19,7,3,2,10
20,7,3,2,40
13,7,3,2,340
6,7,3,2,60
21,7,3,2,20
1,7,3,2,60
8,7,3,2,100
14,7,3,2,140
12,7,3,2,330
15,7,3,2,20
4,7,3,3,100
5,7,3,3,60
20,7,3,3,10
13,7,3,3,190
6,7,3,3,10
1,7,3,3,110
8,7,3,3,80
14,7,3,3,20
12,7,3,3,120
15,7,3,3,10
13,7,3,5,10
1,7,3,5,20
8,7,3,5,10
12,7,3,5,10
16,7,4,1,60
18,7,4,1,20
6,7,4,1,240
7,7,4,1,30
14,7,4,1,10
23,7,4,1,10
24,7,4,1,10
15,7,4,1,10
16,7,4,4,70
26,7,4,4,30
17,7,4,4,120
18,7,4,4,20
19,7,4,4,60
20,7,4,4,30
6,7,4,4,10
21,7,4,4,70
7,7,4,4,50
22,7,4,4,50
23,7,4,4,80
24,7,4,4,60
25,7,4,4,10
15,7,4,4,50
16,7,4,2,140
26,7,4,2,60
4,7,4,2,480
17,7,4,2,290
18,7,4,2,110
5,7,4,2,460
19,7,4,2,130
20,7,4,2,70
13,7,4,2,620
6,7,4,2,550
21,7,4,2,120
1,7,4,2,560
7,7,4,2,100
8,7,4,2,380
22,7,4,2,60
14,7,4,2,270
23,7,4,2,100
24,7,4,2,120
25,7,4,2,20
12,7,4,2,250
15,7,4,2,240
16,7,4,3,10
4,7,4,3,200
17,7,4,3,40
18,7,4,3,10
5,7,4,3,220
19,7,4,3,10
13,7,4,3,780
6,7,4,3,290
21,7,4,3,10
1,7,4,3,220
8,7,4,3,170
14,7,4,3,80
12,7,4,3,240
15,7,4,3,40
12,7,4,5,10
16,7,5,1,10
18,7,5,1,10
8,7,5,1,10
14,7,5,1,10
23,7,5,1,10
16,7,5,4,20
17,7,5,4,30
18,7,5,4,20
19,7,5,4,40
6,7,5,4,60
21,7,5,4,30
7,7,5,4,20
22,7,5,4,30
23,7,5,4,20
24,7,5,4,30
25,7,5,4,20
15,7,5,4,10
16,7,5,2,40
4,7,5,2,460
17,7,5,2,70
18,7,5,2,40
5,7,5,2,230
19,7,5,2,20
13,7,5,2,300
6,7,5,2,130
21,7,5,2,80
1,7,5,2,390
7,7,5,2,40
8,7,5,2,240
22,7,5,2,40
14,7,5,2,250
23,7,5,2,50
24,7,5,2,80
25,7,5,2,30
12,7,5,2,390
15,7,5,2,30
4,7,5,3,100
5,7,5,3,10
13,7,5,3,150
6,7,5,3,10
21,7,5,3,10
1,7,5,3,60
8,7,5,3,10
14,7,5,3,40
12,7,5,3,50
4,7,5,5,30
17,7,5,5,10
5,7,5,5,20
13,7,5,5,60
6,7,5,5,10
1,7,5,5,20
8,7,5,5,10
14,7,5,5,20
12,7,5,5,50
18,7,6,1,10
21,7,6,1,10
7,7,6,1,10
16,7,6,4,20
26,7,6,4,30
17,7,6,4,10
18,7,6,4,20
19,7,6,4,40
20,7,6,4,10
21,7,6,4,50
7,7,6,4,30
22,7,6,4,10
23,7,6,4,40
24,7,6,4,20
25,7,6,4,30
15,7,6,4,30
16,7,6,2,70
26,7,6,2,10
4,7,6,2,180
17,7,6,2,30
18,7,6,2,50
5,7,6,2,120
19,7,6,2,50
20,7,6,2,20
13,7,6,2,90
6,7,6,2,100
21,7,6,2,40
1,7,6,2,80
7,7,6,2,50
8,7,6,2,130
22,7,6,2,30
14,7,6,2,80
23,7,6,2,10
24,7,6,2,20
25,7,6,2,10
12,7,6,2,60
15,7,6,2,60
2,7,6,3,10
16,7,6,3,20
26,7,6,3,10
4,7,6,3,160
5,7,6,3,60
13,7,6,3,50
6,7,6,3,30
1,7,6,3,20
8,7,6,3,40
14,7,6,3,10
12,7,6,3,20
15,7,6,3,10
13,7,6,5,10
12,7,6,5,10
16,7,7,1,10
6,7,7,1,20
21,7,7,1,10
7,7,7,1,40
24,7,7,1,10
15,7,7,1,10
16,7,7,4,30
26,7,7,4,20
17,7,7,4,90
18,7,7,4,50
19,7,7,4,30
6,7,7,4,210
21,7,7,4,60
7,7,7,4,50
22,7,7,4,30
23,7,7,4,50
24,7,7,4,20
25,7,7,4,10
15,7,7,4,40
16,7,7,2,20
3,7,7,2,10
26,7,7,2,10
4,7,7,2,130
17,7,7,2,110
